23:00:01.548 16,-8,-22,-27,5,-17,-35,-32,-17,-39,5,-28,5,14,20,16,-22,17,-25,9
23:00:01.638 -15,32,32,17,17,38,-10,-11,-26,0,-14,1,-15,-22,-14,7,-26,-47,-58,4
23:00:01.733 -16,-16,-15,-42,-22,7,39,15,24,13,-39,-6,-41,-9,-24,-14,15,-15,7,2
23:00:01.850 -14,-19,-4,13,39,39,44,36,41,37,30,-5,46,19,-47,-6,16,17,17,32
23:00:01.939 -37,5,42,32,37,39,41,-15,16,37,-27,69,38,31,12,35,47,7,36,79
23:00:02.033 78,48,67,14,67,61,39,35,54,45,65,51,45,52,23,44,32,-5,31,10
23:00:02.153 32,62,94,38,70,71,63,72,74,68,62,30,68,74,59,72,60,39,27,44
23:00:02.242 11,27,25,38,27,27,46,69,83,112,90,89,89,119,80,83,87,88,92,73
23:00:02.331 109,85,66,53,112,68,50,58,60,61,44,30,40,46,68,60,81,82,38,57
23:00:02.452 49,38,97,83,63,91,79,79,79,57,58,58,38,78,56,103,78,81,88,74
23:00:02.541 74,169,139,112,117,111,106,110,104,95,103,133,97,49,68,127,69,47,56,68
23:00:02.632 98,68,62,70,51,66,64,42,50,50,0,76,52,67,66,89,64,40,75,76
23:00:02.718 88,94,75,49,92,91,99,56,59,70,60,87,54,60,31,60,69,37,58,42
23:00:02.841 58,47,58,56,-7,60,38,32,40,37,35,44,56,35,30,47,39,34,81,46
23:00:02.930 97,76,67,42,63,95,96,91,95,52,62,51,75,55,61,45,38,49,39,49
23:00:03.020 60,59,92,48,59,49,78,15,10,13,26,50,71,0,-49,-70,45,-13,47,45
23:00:03.144 26,34,16,9,3,46,20,1,30,45,14,-15,-5,14,33,46,24,29,33,41
23:00:03.232 -8,40,23,-2,32,40,40,4,24,47,33,-4,36,32,-37,56,23,-2,-5,-18
23:00:03.323 -82,-40,-181,-39,-104,-104,-81,-85,-207,-81,-101,-149,-140,-113,-98,-143,-70,-99,-173,-89
23:00:03.444 -159,-91,-75,-75,-126,-90,-100,-10,-93,-70,-30,-28,-30,-3,0,3,-87,42,32,40
23:00:03.532 24,36,103,31,-5,77,130,49,86,43,149,108,27,-63,93,95,53,18,89,17
23:00:03.618 110,40,93,61,62,88,100,-31,-7,60,29,91,-18,75,35,112,1,48,31,50
23:00:03.741 0,115,90,-15,-7,23,-18,56,-18,14,25,57,74,56,46,71,85,109,44,-30
23:00:03.832 44,56,23,30,11,54,-4,75,17,-68,-30,75,22,-21,-44,130,10,65,-22,69
23:00:03.921 45,-22,98,63,40,96,20,7,-7,-29,41,68,40,19,24,24,-32,67,-5,-46
23:00:04.042 -46,21,7,63,27,18,-14,-16,-7,28,62,-4,-57,80,17,-40,13,-41,-57,18
23:00:04.129 34,-46,-45,-53,-29,-58,66,-9,27,-23,21,14,16,-46,-24,-24,-3,-45,-40,-28
23:00:04.218 -7,-44,-45,-12,9,-12,-19,-44,-43,-3,-3,-2,-47,72,-87,14,54,-21,-102,-83
23:00:04.343 -43,5,-43,-10,-38,-21,-68,-80,-16,-20,-105,-41,-63,-96,-83,-78,-51,12,-3,-71
23:00:04.431 -15,-18,-50,14,30,-39,-5,-39,-15,14,-1,9,-6,-41,-18,2,-5,-17,-70,-1
23:00:04.521 4,-19,16,-5,42,-22,-1,-38,-39,32,-16,26,-6,26,16,23,35,48,27,49
23:00:04.640 -7,47,22,19,3,1,48,31,1497,1490,1501,1451,1366,1385,1301,1278,1164,1171,1123,980
23:00:04.733 1075,983,979,927,844,800,761,834,711,603,575,493,549,562,510,453,439,491,431,394
23:00:04.822 375,301,302,251,218,310,240,156,174,174,242,126,186,112,130,85,25,47,70,25
23:00:04.943 57,49,-8,11,19,3,19,14,140,29,-24,-30,-51,-57,-72,-144,-40,-82,-141,-142
23:00:05.031 -103,-141,-123,-133,-130,-167,-192,-130,-145,-204,-191,-215,-262,-115,-197,-215,-195,-181,-133,-217
23:00:05.121 -206,-323,-182,-224,-214,-204,-224,-178,-189,-145,-223,-162,-198,-146,-210,-165,-151,-161,-190,-201
23:00:05.239 -206,-264,-242,-249,-176,-227,-132,-214,-143,-162,-193,-130,-171,-167,-195,-200,-189,-124,-207,-134
23:00:05.357 -181,-122,-132,-179,-248,-146,-141,-225,-156,-181,-180,-169,-182,-138,-161,-152,-160,-155,-160,-216
23:00:05.422 -120,-137,-205,-164,-163,-170,-132,-154,-172,-147,-271,-131,-118,-144,-144,-156,-183,-190,-161,-157
23:00:05.543 -161,-163,-134,-175,-126,-168,-190,-147,-189,-220,-283,-177,-228,-195,-330,-150,-193,-326,-195,-189
23:00:05.633 -205,-185,-139,-170,-187,-190,-120,-162,-108,-103,-318,-137,-139,-153,-111,-75,-120,-146,-72,-119
23:00:05.722 -102,-81,-124,-70,-77,-133,-92,-110,-110,-68,-98,-40,-77,-12,-49,-49,-68,-97,-88,-128
23:00:05.843 -144,-63,-91,-63,-126,-70,-62,-125,-123,-122,-124,-154,-136,-138,-90,-68,-153,-40,-56,-23
23:00:05.929 -95,-67,-168,-87,-65,-107,10,-108,-98,-117,-63,-94,-68,-108,-95,-132,-127,-165,-73,-115
23:00:06.023 -152,-123,-175,-155,-105,-175,-110,-113,-93,-83,-70,-103,-23,-102,-105,-149,-41,-116,-109,-104
23:00:06.143 -82,-104,-151,-100,-102,-144,-17,-81,-79,-103,-143,-118,-211,-64,-129,-108,-114,-142,-107,-115
23:00:06.290 -128,-78,-28,-94,-93,-47,-53,-144,-60,-71,-90,-101,-150,-60,-38,-37,-122,-95,-84,-121
23:00:06.316 -174,-55,-67,-87,-136,-98,-165,-89,-84,-37,-53,-106,0,-125,-85,-52,-110,-67,-83,-76
23:00:06.409 -124,-84,-99,-101,-199,-48,-239,-94,-108,-121,-77,-139,-121,-93,-102,-91,-107,-72,-86,-69
23:00:06.532 -73,-63,-51,-68,-163,-71,-75,-42,-69,-47,-120,-68,-53,-112,-63,-67,-68,-66,-61,-36
23:00:06.621 -36,-62,-66,-3,-7,-20,-70,-66,-84,-45,-162,-124,-106,-77,-63,-43,-123,-82,-63,-79
23:00:06.711 -95,-62,-78,-62,-72,-96,-72,-29,-52,-76,-98,-86,-75,-72,-224,-140,-100,-126,-160,-120
23:00:06.829 -122,-151,-246,-126,-150,-117,-123,-206,-80,-61,-70,-45,-80,-28,-70,-89,-45,-88,-11,-59
23:00:06.919 -91,-15,-32,-47,-50,-59,-25,-50,7,-9,-25,55,-36,-14,-47,-81,-39,-85,-46,-8
23:00:07.012 -64,-43,-2,-23,-18,-28,-2,-95,-13,-20,-32,-28,-54,-54,-88,-21,-37,-8,-42,19
23:00:07.128 -40,54,34,-4,-26,-13,-40,-85,82,-8,-26,16,22,-13,18,-59,14,6,14,-16
23:00:07.216 -21,-8,-55,-23,-18,-53,20,-22,-11,28,-3,23,-20,-36,-52,12,-57,-20,-35,-21
23:00:07.306 18,-4,-73,-51,-83,-67,-67,36,-50,65,-41,-19,-15,22,-79,-71,-82,8,-51,-7
23:00:07.429 -38,-14,-29,-36,-54,-87,-21,-85,-38,48,-112,-95,-39,-53,4,-34,-15,-28,-26,17
23:00:07.525 -45,7,18,-9,-51,2,-17,-31,-4,13,-35,-2,-46,-116,-96,-2,-33,-18,-46,-75
23:00:07.636 19,-52,-32,9,-65,-35,1,-17,-43,-43,-11,0,-52,-6,6,-30,-48,-45,-7,-31
23:00:07.733 -64,-31,-64,-83,-94,-105,-73,-94,-93,-93,-73,-95,-93,-37,-75,-28,-75,-37,8,-18
23:00:07.819 27,-5,49,14,-30,14,-53,11,-10,35,-21,70,13,-104,59,6,27,-22,34,-21
23:00:07.912 40,5,-6,-18,30,18,5,-6,-46,53,7,37,26,-21,-30,6,-21,-21,-26,-114
23:00:08.034 22,33,-38,-10,38,-18,12,-6,0,5,-5,-58,-77,46,-36,6,-5,51,11,-2
23:00:08.118 70,-10,-31,18,11,-79,-5,-79,-85,-37,-88,-4,38,34,58,-16,7,-3,34,-43
23:00:08.212 -38,-15,-28,-54,-38,-23,-1,-46,-41,-35,10,-23,-12,10,-18,-67,35,-36,68,13
23:00:08.333 39,13,-40,-23,29,-34,-27,-35,-14,-14,13,-3,21,41,-24,40,-99,-24,52,72
23:00:08.423 29,-34,14,-8,24,13,-18,-57,-14,-23,-16,-35,1,-19,-25,-87,-2,-68,-6,-55
23:00:08.512 -19,-31,7,-22,-35,14,-70,-65,42,12,10,10,-64,-26,-23,-21,-49,4,-20,-51
23:00:08.661 -85,-85,-15,64,-25,16,17,8,-11,32,13,32,3,3,11,-19,-33,-32,-26,-13
23:00:08.719 -127,13,76,4,-36,39,57,-25,-20,32,-16,16,35,104,80,82,39,46,-32,41
23:00:08.811 -32,29,-89,-6,3,-22,-142,26,21,0,-20,40,-24,128,11,-66,-23,-22,-161,39
23:00:08.932 -21,-26,-61,63,-32,-53,5,67,25,-15,1,19,-20,-15,-34,-79,-84,-20,-13,13
23:00:09.018 -19,1,4,-20,66,-20,55,19,60,15,-53,1,-63,-69,-4,-5,-19,-37,40,-12
23:00:09.111 28,-37,-47,1,-59,28,22,12,32,-21,63,-23,-16,12,22,-15,12,-47,-33,48
23:00:09.233 1,33,14,-59,22,5,12,65,9,44,-83,-47,12,-31,-21,-53,-37,2,11,-81
23:00:09.321 79,-17,67,41,65,39,84,51,43,24,87,42,-14,-63,-93,-32,-42,-63,-63,76
23:00:09.412 -36,-31,6,36,-35,-39,-31,33,1,59,36,-1,20,-1,-23,32,-31,0,13,95
23:00:09.563 44,31,75,62,31,121,20,62,60,52,-34,60,8,25,63,-22,41,39,-24,64
23:00:09.618 55,45,-3,110,28,1,-9,-4,-25,6,30,23,51,-3,38,1,39,38,59,-37
23:00:09.709 43,6,37,-3,59,12,43,91,39,-27,84,58,48,57,-45,34,-9,-59,-54,3
23:00:09.833 21,37,-20,61,83,12,68,-23,-8,-4,-27,-7,-7,4,-39,37,-41,-39,-38,-15
23:00:09.916 -20,24,25,-23,36,-8,-40,62,25,4,-51,68,12,31,37,-47,25,25,-22,12
