11:28:18.624 12,-16,-19,-25,-24,-20,-3,8,5,-20,-56,9,8,29,24,15,-3,11,-20,28
11:28:18.721 13,23,7,11,39,-8,22,4,-1,38,28,31,22,6,-5,1,-33,-27,-16,-8
11:28:18.868 -31,-15,-25,4,-25,-18,-17,-20,-6,-36,-20,-3,8,8,-31,-24,-35,-24,-19,-19
11:28:18.917 -3,-22,23,9,-34,-14,-3,12,3,4,-26,-22,27,20,3,23,13,-4,5,5
11:28:19.016 20,-8,-4,19,8,8,-3,-15,-3,-19,5,-5,-17,19,19,8,19,-3,-15,6
11:28:19.113 -2,4,-8,-19,8,-3,4,8,5,5,3,-14,4,33,32,10,15,28,8,7
11:28:19.211 33,20,48,71,76,67,65,27,30,31,24,37,39,-75,93,26,10,29,36,37
11:28:19.308 25,23,5,-7,10,41,25,27,20,4,25,7,6,-4,23,0,0,-55,-50,-23
11:28:19.405 -39,-6,-28,17,-20,-20,-28,-23,21,-7,4,9,-4,23,26,36,20,24,1,20
11:28:19.503 17,-7,4,3,-7,-4,-22,-8,30,-12,4,25,20,23,-20,16,-6,4,-6,-23
11:28:19.601 -12,-52,-7,-13,-39,-27,-1,-23,-51,-54,-60,-37,-54,-27,0,-38,-5,7,-4,-7
11:28:19.699 5,6,2,-4,-50,-18,-18,-25,1,-17,2,6,-37,-34,-50,-29,-35,-25,-57,-47
11:28:19.796 -63,-56,-72,-57,-88,-95,-106,-157,-161,-120,-180,-119,-154,-136,-116,-93,-88,-94,-80,-73
11:28:19.894 -93,-59,-47,-86,-39,-15,-45,-10,-23,-31,-22,-15,-46,-45,-14,-45,-19,-22,3,22
11:28:20.038 18,-37,71,40,42,41,14,13,37,30,39,16,5,20,30,37,0,16,-32,12
11:28:20.137 -26,-26,-27,-58,-41,28,17,17,54,16,0,29,35,31,21,11,28,-10,-22,-28
11:28:20.235 -1,-22,-16,12,37,13,16,5,-11,-14,-10,29,-15,-6,5,-6,16,0,-11,16
11:28:20.332 31,16,29,27,7,4,12,-17,-11,52,28,48,34,15,15,31,-27,15,4,-7
11:28:20.429 4,12,3,4,-1,-1,-12,34,47,14,35,14,47,38,46,29,24,13,2,-17
11:28:20.527 13,-11,14,26,-18,2,17,-89,102,35,16,2,-11,-13,-19,0,-25,-30,-35,24
11:28:20.624 13,2,-18,-11,-11,2,-19,-19,3,-35,-2,-12,-16,-4,11,-18,-29,-67,-44,-9
11:28:20.722 -50,-29,-24,-60,-27,-41,10,7,-43,-87,-59,-61,48,-28,-39,-49,-53,-91,-47,-26
11:28:20.819 -15,-5,-15,5,38,41,28,38,25,38,44,69,32,48,41,37,47,36,68,46
11:28:20.916 37,35,-2,26,36,-2,14,14,-8,-2,27,27,6,11,14,-26,20,14,14,34
11:28:21.014 12,33,45,12,-3,8,12,-17,-14,8,14,0,-11,8,5,-10,-11,-19,2,2
11:28:21.112 -13,29,38,50,1,-22,-31,-27,-51,-15,-6,3,13,3,13,13,13,34,14,26
11:28:21.210 -10,13,28,13,24,28,33,-15,34,12,-18,-1,-15,13,-7,1,12,-15,46,18
11:28:21.308 18,23,39,0,100,31,7,11,27,33,27,27,51,42,10,39,44,31,7,25
11:28:21.405 9,-14,11,13,10,25,-1,43,46,46,30,40,4,29,-40,31,31,23,-2,59
11:28:21.502 -77,37,41,7,7,40,27,46,29,12,9,32,7,23,12,-10,4,4,-36,-25
