11:37:02.936 -24,13,-5,29,8,8,-24,29,9,-3,9,29,14,-24,-3,4,20,30,8,7
11:37:03.083 39,26,-3,-17,2,22,4,-20,-9,-20,-36,-52,28,-16,-35,5,-18,5,27,-14
11:37:03.181 48,3,40,-12,3,-4,23,28,-5,27,31,27,-3,-8,39,-26,20,-4,19,23
11:37:03.279 6,6,7,3,-25,-35,-47,4,7,20,-4,40,23,27,26,8,28,-4,-7,29
11:37:03.377 6,30,-17,-21,18,22,22,-16,30,6,-25,-9,3,-24,-21,6,27,37,44,70
11:37:03.474 79,65,66,69,40,36,28,27,19,20,25,20,37,24,39,8,35,14,36,-19
11:37:03.621 -2,-20,-37,-36,-40,15,24,35,-2,15,-23,3,-20,-1,5,-60,-1,-41,-13,-24
11:37:03.669 5,-44,-7,-18,1,20,5,3,-12,-9,1,-28,17,19,25,0,45,14,3,24
11:37:03.768 3,24,3,22,3,-8,-40,25,-21,3,-8,3,-24,-1,7,15,3,-19,19,-8
11:37:03.866 -7,8,19,-41,16,18,24,4,0,-35,-21,4,-24,3,3,-33,2,-36,-7,35
11:37:03.963 -8,-1,-13,-12,-1,-7,1,-26,-34,17,-1,-28,-1,25,-23,-22,15,5,5,4
11:37:04.060 -26,3,-27,-52,-26,-60,27,-8,-34,-58,6,-51,-27,-26,-27,-59,-37,-37,-26,-5
11:37:04.159 -58,-56,-74,-36,-53,-78,-106,-99,-91,-147,-151,-157,-118,-171,-181,-90,-120,-131,-132,-99
11:37:04.256 -114,-113,-84,-92,-86,-72,-106,-42,-87,-57,-30,-63,-57,-47,-4,-21,-46,-24,14,19
11:37:04.352 -40,-5,38,19,-3,30,15,21,39,31,39,39,33,40,6,17,-10,-14,17,39
11:37:04.449 81,40,29,14,54,50,38,80,50,52,46,66,15,100,16,19,30,29,38,20
11:37:04.547 30,40,53,-11,108,45,29,73,42,36,43,53,73,59,64,10,60,33,13,31
11:37:04.646 -22,50,23,25,10,7,-21,-13,-1,5,-2,27,7,22,-22,26,32,-22,10,-14
11:37:04.742 -16,-4,9,-21,42,-3,26,11,23,14,30,9,-2,-3,-7,-71,-32,-35,-52,-29
11:37:04.889 -33,10,25,10,-13,7,7,10,9,0,-5,-28,7,10,31,26,-13,-22,-96,7
11:37:04.936 -49,-2,-49,-32,-11,-2,-28,-16,-4,-32,45,33,12,-16,0,-57,-32,-20,-34,-21
11:37:05.083 19,63,35,48,32,26,32,18,-44,64,15,-1,-49,10,7,-1,6,32,23,42
11:37:05.181 23,31,21,-18,25,20,26,-23,31,10,9,8,-7,5,9,-2,-15,-45,8,17
11:37:05.230 62,26,34,64,31,-15,30,9,29,5,45,9,-32,-32,-11,-32,5,-47,-11,-2
11:37:05.473 8,9,6,8,-23,6,-14,-22,9,-47,-55,4,-30,-34,6,-34,6,8,-2,4
11:37:05.476 9,-15,9,10,21,-67,15,25,9,21,4,-17,43,20,10,9,70,9,14,33
11:37:05.620 9,33,24,13,16,4,21,-17,-18,29,-16,-3,-16,-2,-34,40,8,21,-18,28
11:37:05.718 -14,-51,-47,-32,-16,0,-31,-59,-15,-2,6,9,30,9,6,8,4,22,-23,31
11:37:05.914 8,-32,4,6,21,19,8,-3,7,-5,-32,28,-34,1,20,-32,-2,-23,-118,29
11:37:05.917 -71,31,9,-3,9,-18,-21,14,20,24,9,10,4,-2,14,19,15,-23,35,-7
11:37:06.059 -24,-22,41,29,-2,28,8,27,27,-4,10,-2,5,-3,-25,-5,-22,-3,5,-17
11:37:06.156 28,-10,23,-18,32,27,21,-31,27,24,29,-32,20,-3,39,34,37,39,4,9
11:37:06.255 19,28,-9,7,-20,7,27,33,8,22,28,28,-23,-12,-28,28,-4,-19,-25,-25
