11:45:59.047 49,28,-4,8,-95,92,6,12,28,39,-42,43,6,40,-68,46,-5,25,6,-24
11:45:59.145 3,-37,27,6,22,-6,5,-57,70,6,-10,12,-26,31,-26,27,-10,19,26,-26
11:45:59.291 -37,-10,-36,-42,-56,-41,-81,-70,-51,-9,-51,-67,-69,-51,-80,-128,6,-55,-18,-56
11:45:59.389 10,-52,-70,-70,0,-54,-28,-47,-29,-16,32,16,13,30,-47,33,13,-31,-12,64
11:45:59.488 -1,6,-53,59,0,-31,-5,32,10,26,-14,-13,7,27,21,-12,-9,-53,-17,13
11:45:59.585 -16,-41,-52,-12,-45,-79,-10,-64,-12,23,-31,-30,-48,-51,-57,-30,-49,-50,-54,-30
11:45:59.683 8,-99,3,-8,9,33,3,1,14,-2,-51,10,-2,2,-35,0,30,-53,2,11
11:45:59.781 25,6,-29,-34,11,39,-50,35,35,11,68,53,13,-14,46,13,-10,-13,-17,-14
11:45:59.879 45,66,45,83,54,64,36,46,12,42,31,0,91,43,27,70,50,23,42,34
11:45:59.977 31,5,39,38,25,8,18,30,24,9,28,24,6,14,-9,-3,6,3,13,29
11:46:00.073 -3,3,-3,8,8,5,8,8,9,6,-3,-25,-34,-14,-35,27,-24,-22,6,9
11:46:00.219 -54,-34,-45,-21,-35,22,-47,9,-7,-18,9,-29,-66,-62,-97,-150,-64,-92,-158,-92
11:46:00.268 -220,-118,-130,-200,-156,-188,-113,-127,-99,-153,-124,-107,-46,-46,-36,-140,-84,32,-34,13
11:46:00.366 9,42,17,-7,-6,-12,-7,-31,11,-4,-12,-3,21,41,-10,-12,41,67,16,15
11:46:00.463 9,-23,-18,1,41,75,8,48,19,40,6,-40,39,16,16,-8,-3,24,-40,41
11:46:00.561 32,-8,-13,-13,-11,60,-12,-12,-24,-24,0,18,-13,16,-13,19,-8,59,18,50
11:46:00.658 8,33,-24,33,-5,-44,-1,59,17,-20,-9,8,18,20,17,-25,-167,83,3,-6
11:46:00.754 18,34,-14,-8,-14,17,-14,-14,-87,30,-5,-45,19,-7,-57,-25,18,6,-96,73
11:46:00.853 45,43,78,60,10,39,31,55,38,76,1,38,38,-2,28,16,5,38,37,32
11:46:00.951 35,38,37,47,-49,11,37,-41,69,-9,-7,53,36,52,15,21,36,-24,-28,67
11:46:01.047 36,25,14,77,34,3,12,13,-17,67,45,74,13,37,34,85,44,71,33,9
11:46:01.145 43,12,31,-27,52,47,11,-32,72,-32,0,77,-40,-24,11,-53,36,7,-48,26
11:46:01.242 30,-22,11,10,-29,11,11,24,27,10,64,64,31,5,29,1,26,71,-13,35
11:46:01.340 9,30,8,5,-22,6,-14,9,-21,5,6,-17,-59,-33,6,-35,30,7,-52,51
11:46:01.487 31,41,28,-22,-18,65,-1,34,30,-2,4,14,4,-3,28,-2,62,20,-24,-2
11:46:01.583 9,68,5,8,-3,37,19,3,27,24,14,21,-34,-40,68,8,-31,-47,61,-32
11:46:01.731 -16,61,39,7,40,-41,30,3,23,22,31,-37,21,3,20,27,7,23,-17,7
11:46:01.778 18,2,-33,28,-59,28,2,-25,36,-4,8,7,7,8,-15,47,12,30,-38,28
11:46:01.877 6,-13,-16,-21,27,11,-37,28,43,-26,2,-2,27,26,-5,6,2,-5,-20,6
11:46:01.975 -6,-78,-20,-35,-40,-25,27,-35,4,5,4,4,-20,-16,6,22,-26,-6,29,7
11:46:02.072 -5,-47,7,-25,18,20,8,-58,-49,9,-6,7,-5,-23,70,28,-4,7,45,28
11:46:02.169 -20,-44,-51,-53,-33,-97,5,-34,-55,29,-3,8,-16,53,21,32,40,7,73,28
11:46:02.267 -20,12,70,-20,28,-47,-3,28,-57,26,6,-33,31,12,-24,22,2,7,40,7
